link,Price,Year,Mileage,Fuel,Transmission,EngineCapacity,Power,Color,Doors,Location
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-titanium-dct-2023-03-i-forgalomba-helyezesu-tesztauto-napi-hasznalatban-hirdetesid-ye9k2a,,2023,6 000 km,benzin,automata,999 cm³,92 kW (125 LE),,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/focus-ii/ford-focus-ii-rs-2-5-t-ertekes-kiegeszitokkel-hirdetesid-k35atb,7 990 000 Ft,2010,132 457 km,benzin,manuális/kézi,2 522 cm³,224 kW (305 LE),fehér,3 ajtó,"Budapest, Szent István utca 17."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-st-line-garantie-service-neu-hirdetesid-mvyk44,8 039 466 Ft,2022,80 700 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoboost-active-active-led-kamera-navi-2xpdc-hirdetesid-zhe28x,8 043 386 Ft,2019,39 000 km,benzin,manuális/kézi,1 496 cm³,111 kW (151 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-ecoblue-automatik-hirdetesid-b64det,8 078 671 Ft,2021,84 607 km,dízel,automata,1 995 cm³,110 kW (150 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-style-sposi-hirdetesid-3nc5he,8 092 577 Ft,2022,39 938 km,dízel,automata,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-turnier-cool-connect-sport-sitze-k-hirdetesid-rd33tw,8 130 233 Ft,2022,62 800 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-eb-titanium-navi-led-acc-shz-hirdetesid-x7dm9u,8 130 233 Ft,2022,41 823 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-88kw-titanium-turnier-auto-hirdetesid-v4b5du,8 134 413 Ft,2022,62 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-tdci-r-kam-shzg-lhzg-v-assisten-tuv-neu-hirdetesid-97xzsf,8 326 882 Ft,2022,59 593 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoboost-titaniumledcarplaysitzhzg-hirdetesid-wf7yx8,,2022,56 661 km,benzin,automata,1 496 cm³,110 kW (150 LE),fehér,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5tdci-titanium-led-navi-sitzhzg-hirdetesid-tanp53,8 343 619 Ft,2022,65 400 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-turnier-2-0-ecoblue-navi-led-acc-el-heck-hirdetesid-6dce4b,8 349 186 Ft,2020,68 869 km,dízel,manuális/kézi,1 995 cm³,110 kW (150 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-navi-led-apple-carplay-android-auto-mehrzonenklima-hirdetesid-u7pv9m,8 430 732 Ft,2023,61 546 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-cool-connect-navi-ahk-sitzh-plusz-lenk-hirdetesid-8subf2,8 506 006 Ft,2021,50 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5tdci-titanium-led-navi-sitzhzg-hirdetesid-w9r8rf,8 552 825 Ft,2022,58 700 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-titanium-dct-demo-auto-azonnal-elviheto-hirdetesid-tz6zn9,8 490 000 Ft,2023,5 km,benzin,automata,999 cm³,92 kW (125 LE),kék,5 ajtó,"Budapest, Védgát utca 45. (Csepel)"
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-hirdetesid-5bmhu3,8 709 872 Ft,2020,71 950 km,dízel,manuális/kézi,1 995 cm³,110 kW (150 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-1-5-ecoblue-facelift--hirdetesid-u4h7pm,8 719 348 Ft,2022,33 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-led-camera-twa-88-kw-120-ps-hirdetesid-7xyrv5,,2020,70 434 km,dízel,manuális/kézi,1 498 cm³,88 kW (120 LE),kék,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoboost-start-stopp-system-st-line-hirdetesid-xf5vh3,8 862 772 Ft,2020,85 900 km,benzin,manuális/kézi,1 498 cm³,134 kW (182 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoboost-start-stopp-system-titanium-hirdetesid-d4d3xc,8 862 772 Ft,2020,19 000 km,benzin,manuális/kézi,1 498 cm³,110 kW (150 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-hirdetesid-8d5zkt,8 862 772 Ft,2023,51 300 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-1-5-ecoblue-facelift-navi-led-e-hirdetesid-2yw3ch,8 886 711 Ft,2022,25 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-x-navikameracarplayledpdcshz-hirdetesid-98zxny,8 887 130 Ft,2022,71 145 km,dízel,automata,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5tdci-automatik-titanium-style-hirdetesid-9vrey8,8 887 546 Ft,2022,62 800 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-1-5d-hirdetesid-58neup,8 887 546 Ft,2022,60 882 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5tdci-titanium-led-navi-sitzhzg-hirdetesid-fp86ye,,2022,41 236 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-x-aut-plusz-acc-plusz-kamera-plusz-navi-plusz-led-plusz-shz-hirdetesid-8yk8eh,8 954 492 Ft,2020,47 743 km,dízel,automata,1 499 cm³,88 kW (120 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-titanium-x-aut-acc-nav-twa-shz-hirdetesid-2vk2fh,,2021,49 400 km,benzin,automata,1 496 cm³,110 kW (150 LE),fekete,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-88kw-cool-connect-turnier-hirdetesid-79pxwb,,2022,14 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fekete,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-titanium-automatik-hirdetesid-m73epd,8 971 225 Ft,2023,68 340 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-ecoblue-120-hirdetesid-3rd5vx,8 971 225 Ft,2023,59 505 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-automata-hirdetesid-v6xe9z,8 999 000 Ft,2024,26 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Váci út 37."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-navicarplayshzpdcledacctempo-hirdetesid-79frne,9 153 234 Ft,2022,48 353 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-navi-pdc-led-lmf-hirdetesid-d6um5p,9 180 431 Ft,2023,54 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-x-autom-navi-shz-pdc-acc--hirdetesid-pn75he,9 184 199 Ft,2022,46 000 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-start-stopp-aut-st-line-hirdetesid-dh6d2h,9 219 538 Ft,2023,43 290 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoboost-aut-active-led-plusz-blis-plusz-ahk-plusz-rfk-plusz-shz-plusz-navi-hirdetesid-x6vy3c,9 254 430 Ft,2021,36 441 km,benzin,automata,1 498 cm³,110 kW (150 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-aut-led-pdc-navi-car-hirdetesid-au79ed,9 288 802 Ft,2023,44 420 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-navi-led-schein-2xpdc-hirdetesid-n9cx8m,9 289 217 Ft,2023,53 600 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-hirdetesid-dc5xm2,,2021,13 850 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),kék,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-kombi-titanium-navi-led-2xpdc-hirdetesid-s77hmf,9 372 900 Ft,2023,47 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-88kw-titanium-x-acc-led-hirdetesid-u29zmm,9 389 637 Ft,2022,20 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-0-ecoblue-110kw-coolconnect-kamera-led-hirdetesid-n6rz3h,9 389 637 Ft,2020,50 000 km,dízel,automata,1 995 cm³,110 kW (150 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-0-ecoblue-vignale-aut-turnier-active-ahk-hirdetesid-t8xch6,9 389 637 Ft,2020,85 293 km,dízel,automata,1 995 cm³,110 kW (150 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/focus-iv/ford-focus-iv-1-5-ecoblue-titanium-hirdetesid-ntz23p,9 389 637 Ft,2023,52 955 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-head-up-navi-kamera--hirdetesid-6uf6ws,9 477 499 Ft,2021,19 000 km,benzin,automata,1 496 cm³,110 kW (150 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-x-1-5-ecoblue-tdci-autom-rfk-hirdetesid-k93kkf,9 513 576 Ft,2023,43 310 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-1-5-ecoblue-eu6d-navi-digitales-hirdetesid-fc6a5s,9 598 004 Ft,2024,52 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-1-hand-navi-kamera-shz-hirdetesid-r9r4yp,9 611 196 Ft,2023,63 300 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-recaro-pano-kam-hud-keyless-acc-bo-led-hirdetesid-73ebvb,9 644 913 Ft,2019,82 860 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),barna,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-at-titanium-led-acc-kamera-sh-hirdetesid-m6bvp9,9 686 286 Ft,2022,47 315 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-115ps-autm-titanium-ahk-wipa-hirdetesid-ufh3v3,9 745 282 Ft,2023,36 967 km,dízel,manuális/kézi,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-titanium-x-automatik-navi-r-cam-acc-hirdetesid-7spb2b,9 791 304 Ft,2023,30 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5tdci-titanium-led-navi-sitzhzg-hirdetesid-97kvmm,9 808 041 Ft,2022,18 000 km,dízel,manuális/kézi,1 499 cm³,88 kW (120 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-titanium-kamera-dab-hirdetesid-34wfyz,9 842 898 Ft,2023,32 500 km,dízel,automata,1 499 cm³,85 kW (116 LE),kék,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-plusz-led-plusz-sync4-plusz-winter-plusz-tw-plusz-acc-plusz-techno2-hirdetesid-zn37fv,9 846 427 Ft,2023,27 900 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoblue-st-line-automata-hirdetesid-n3kry4,9 900 000 Ft,2024,9 732 km,dízel,tiptronik,1 499 cm³,88 kW (120 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-ecoblue-aut-titanium-ahk-plusz-iacc-hirdetesid-trb88v,9 996 323 Ft,2022,35 404 km,dízel,automata,1 499 cm³,88 kW (120 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-ecoboost-aut-stline-x-hirdetesid-wt4uf4,10 035 003 Ft,2021,12 479 km,benzin,automata,1 496 cm³,134 kW (182 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-tdci-ecoblue-st-line-aut-navi-led-cam-shz--hirdetesid-rtz5a3,10 054 606 Ft,2023,33 971 km,dízel,automata,1 499 cm³,85 kW (116 LE),piros,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-tdci-ecoblue-active-aut-navi-tempo--hirdetesid-ykuf65,10 058 526 Ft,2023,41 826 km,dízel,automata,1 499 cm³,85 kW (116 LE),ezüst,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-x-turnier-active-automatik-nav-led-dig-display-kam-hirdetesid-uzb54b,10 140 857 Ft,2021,38 334 km,benzin,automata,1 496 cm³,111 kW (151 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-active-x-1-5-ecoboost-led-navi-kamera-acc-hirdetesid-cebb69,10 219 267 Ft,2021,41 178 km,benzin,automata,1 496 cm³,134 kW (182 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-st-line-x-1-5-ecoboost-acc-rfk-led-hirdetesid-mrx25m,10 226 449 Ft,2020,38 800 km,benzin,automata,1 496 cm³,110 kW (150 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-1-5-navi-shz-lhz-pdc-hirdetesid-9exd9n,10 234 949 Ft,2024,33 782 km,dízel,automata,1 499 cm³,85 kW (116 LE),,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-active-x-bo-sound-ergonomie-sitz-hirdetesid-n89zdw,10 234 949 Ft,2021,34 125 km,benzin,automata,1 496 cm³,134 kW (182 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-5-tdci-ecoblue-titanium-x-aut-navi-cam-tempo--hirdetesid-k68dfv,10 246 710 Ft,2024,21 227 km,dízel,automata,1 499 cm³,85 kW (116 LE),fehér,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-1-0-ecoboost-mhev-titanium-azonnali-keszlet-petranyi-budaors-hirdetesid-uw7se7,,2025,7 km,benzin,manuális/kézi,999 cm³,92 kW (125 LE),ezüst,5 ajtó,"Budapest, Budaörsi út 179."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-aut-accahkbovirtualled-hirdetesid-wvb64p,,2023,35 000 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,Na
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-st-line-1-5-ecoblue-automatik-hirdetesid-7v5dba,10 381 262 Ft,2023,34 823 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-2-3-ecoboost-st-led-twa-navi-acc-hirdetesid-8nyee7,10 401 500 Ft,2019,67 200 km,benzin,manuális/kézi,2 261 cm³,206 kW (280 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-titanium-automatik-diesel-euro6-hirdetesid-ka4a4y,10 418 428 Ft,2023,25 100 km,dízel,automata,1 499 cm³,85 kW (116 LE),szürke,5 ajtó,"Budapest, Üllői út 309."
https://kocsi.hu/hasznaltauto/ford/focus/ford-focus-turnier-titanium-x-kamera-headup-sync4-hirdetesid-4z5wys,10 428 755 Ft,2023,32 465 km,dízel,automata,1 499 cm³,85 kW (116 LE),fekete,5 ajtó,"Budapest, Üllői út 309."
